id,imdb_id,original_language,original_title,popularity,vote_average
75562,tt2036388,it,Io sono Li,1.240613,6.7
244956,tt0104351,en,Gô-hime,0.644204,4.3
284276,tt3442006,en,Cake,10.197503,6.2
237808,tt2463808,ro,Quod erat demonstrandum,0.275499,6
144229,tt0078105,en,Power Play,0.947815,8
166221,tt0111397,en,Teresa's Tattoo,0.761102,6
44014,tt1422653,en,Groupie,0.471047,3.4
223497,tt0024476,en,Professional Sweetheart,0.637794,0
10639,tt0206088,de,LiebesLuder,0.113102,6
169832,tt0093658,en,Number One with a Bullet,0.500661,4.5
190091,tt0019850,cs,Erotikon,0.430324,6.3
158114,tt0027428,en,The Case of the Black Cat,0.124148,6
64984,tt0050100,en,The Admirable Crichton,0.733941,7.1
220514,tt2821832,en,HazMat,0.452568,4.8
82257,tt0023701,en,Winner Take All,0.001247,0
123620,tt0096156,en,Spike of Bensonhurst,0.037969,9
53571,tt0022254,en,"Parlor, Bedroom and Bath",0.122557,2.5
43131,tt0023498,en,Speak Easily,0.412714,0
127040,tt0029401,en,Pick a Star,0.506223,4
51572,tt0445461,en,I Love Lucy: The Movie,0.104308,7.3
78354,tt0029664,en,Thoroughbreds Don't Cry,0.074841,7
128048,tt0046286,en,Sea Devils,0.511522,5.2
36109,tt1209331,en,The Grind,0.085637,3.8
74529,tt0055453,en,The Sins of Rachel Cade,0.051666,6
4930,tt0064448,en,House of Cards,0.332318,6
43151,tt0029499,en,Rosalie,0.891202,6
229757,tt0039783,en,The Romance of Rosy Ridge,0.552976,0
250332,tt0031394,en,The Green Hornet,0.199552,0
64994,tt0083343,cn,武館,1.611307,5.2
35109,tt0060089,en,Alice in Wonderland,1.716036,6.9
59527,tt0076407,en,Pleasure at Her Majesty's,0.000758,0
119840,tt0084208,en,King Lear,0.041115,5
60139,tt0107392,fr,Lethal Ninja,0.334247,3.9
42182,tt0273907,fr,Octopus 2: River of Fear,0.569466,3.4
83957,tt0059633,en,Rapture,1.02754,6.9
69495,tt1092014,en,Lone Rider,0.932205,4.4
40824,tt0038958,en,So Dark the Night,0.181134,6.1
80320,tt0053350,fr,These Thousand Hills,0.454578,4.6
227402,tt0023589,en,Three Wise Girls,0.209672,5.6
258673,tt3317326,en,The Trip to Bountiful,0.4494,3.8
63591,tt0031442,en,Honolulu,0.304476,0
29799,tt0114192,fr,Project Shadowchaser III,0.415906,3.8
257578,tt0079562,en,The Miracle Worker,0.05556,4
196862,tt0042784,en,Never a Dull Moment,0.573075,5
65213,tt0040802,en,Smart Girls Don't Talk,0.142624,4.4
65211,tt0041374,en,Flaxy Martin,0.32808,3.5
23853,tt0209486,en,Wish You Were Dead,0.938943,0
27544,tt0042340,en,The Company She Keeps,5.270237,6.3
129009,tt0057262,en,Love Is a Ball,0.875177,4
147810,tt0042674,en,Let's Dance,0.164342,6.3
242458,tt2797106,ko,집으로 가는 길,2.329351,7.4
112141,tt0117021,en,Menno's Mind,0.192356,0
39337,tt1500505,en,Lewis Black: Stark Raving Black,0.671906,6.8
48407,tt0044871,en,The Last Page,0.441423,6.6
69803,tt1496798,en,Mayor Cupcake,1.268691,3.5
129415,tt2370686,en,Katt Williams: Kattpacalypse,0.721129,6.3
13621,tt1020996,nb,Switch,0.990967,6
134415,tt2071648,en,Vampire Dog,1.689975,3.7
42250,tt0330795,en,Python 2,1.294898,4.2
43880,tt0028207,en,Rose Marie,0.773081,0
41018,tt0047209,en,Man in the Attic,0.808202,4.9
6976,tt0067983,en,Whoever Slew Auntie Roo?,0.736877,7.1
6610,tt0053453,en,The Wonderful Country,0.528246,5.6
53441,tt0048822,en,You're Never Too Young,0.844448,6.6
238811,tt1456660,zh,No Man's Land,1.33256,6.6
24978,tt0309986,en,Paper Soldiers,1.447595,5.9
55989,tt0118766,en,Southie,0.280893,4.7
38134,tt0163375,en,Vicious Lips,0.275547,4.2
108812,tt0051141,en,Until They Sail,0.906872,5.8
44049,tt1447499,en,Matching Jack,4.707311,6.8
43310,tt0049407,en,The King and Four Queens,4.064491,3.8
26838,tt0039464,en,High Wall,0.552462,6
99345,tt0053849,en,The Gallant Hours,0.389599,5.5
84109,tt0049637,en,Private's Progress,0.66463,6.7
114251,tt0054244,en,Suspect,0.559919,7.2
42800,tt0057134,en,Heavens Above!,0.484307,6.5
90460,tt0034389,en,Whistling in the Dark,1.00896,6.2
65546,tt0034808,en,Grand Central Murder,0.221792,6.2
90461,tt0035552,en,Whistling in Dixie,0.297851,0
90465,tt0036533,en,Whistling in Brooklyn,0.017699,0
218098,tt0037297,en,Song of the Open Road,0.001307,0
37484,tt0040457,en,I Love Trouble,0.730743,6.6
43454,tt0040379,en,The Fuller Brush Man,0.419152,6.5
62347,tt0117373,it,Precious Find,0.469421,4.3
252682,tt0123581,en,Burning Down the House,0.378876,0
93335,tt0035796,en,Desert Victory,0.042363,5
44536,tt0046267,en,Sailor of the King,0.072067,5.5
36491,tt0053044,en,Carlton-Browne of the F.O.,0.63657,8.3
18373,tt0060395,en,The Family Way,0.945233,8.3
180836,tt0087749,en,Miss Marple: The Moving Finger,1.388201,7.2
63045,tt1573483,en,Textuality,0.98388,4.3
48132,tt1705115,en,Kevin Smith: Too Fat For 40,0.928368,6.1
90720,tt0060261,it,I crudeli,0.628567,6.2
79842,tt1891905,th,SeaFood,1.845126,4.9
19335,tt0039515,en,Johnny O'Clock,1.632656,5.2
27635,tt0041796,en,Reign of Terror,0.89069,6.8
43392,tt0042609,en,The Jackie Robinson Story,0.58232,6.8
38465,tt0038080,en,The Shanghai Cobra,0.710153,4.4
46145,tt0044750,en,"Invasion, U.S.A.",0.272838,1.5
56669,tt0097503,en,Hider in the House,0.845246,5.5
74860,tt1984177,ko,화이트: 저주의 멜로디,1.93372,5.9
15909,tt0304283,en,Kermit's Swamp Years,0.805929,5.6
72460,tt0070158,en,Harry in Your Pocket,0.845041,6.1
41366,tt0174982,en,New World Disorder,0.685051,3.8
34768,tt0054989,en,The Honeymoon Machine,0.857511,6.7
28661,tt0047681,en,World for Ransom,0.777486,3.8
106017,tt0052563,en,The Angry Hills,0.655088,4
79645,tt0067162,en,The Grissom Gang,0.532225,6.9
36514,tt0059540,en,Once a Thief,0.634556,5.8
42354,tt0244491,en,House Party 4: Down to the Last Minute,0.233207,3.8
61473,tt0167360,en,Race to Space,0.796926,5.4
42267,tt0073896,en,White Line Fever,1.319118,6
61052,tt0320159,en,The Night We Called It a Day,1.027134,6.3
164372,tt2243621,ru,Снежная королева,6.407641,5.1
70878,tt1720164,en,Mimesis,1.216599,3.8
40624,tt0247427,en,In the Shadows,1.310129,5.2
43696,tt0025740,en,Sadie McKee,0.137664,4.3
91198,tt1042567,en,Trapped in the Closet: Chapters 13-22,0.280241,6.1
15587,tt1328642,fr,Safari,10.6678,4.5
30817,tt0181838,en,Stealth Fighter,1.019062,4.3
39961,tt1139111,en,The Land Before Time XIII: The Wisdom of Friends,2.212037,6
34862,tt0457701,en,Solar Attack,1.27843,2.6
77794,tt0051759,en,I Was Monty's Double,0.148986,8
17128,tt0174707,ja,御用牙　かみそり半蔵地獄責め,1.30962,6.5
29192,tt0951333,en,The Missing Lynx,1.851296,5.3
149793,tt0031589,en,The Lone Wolf Spy Hunt,0.3154,7
165300,tt0037791,en,Hotel Berlin,0.85602,5
107874,tt0039357,en,Escape Me Never,0.340375,5.5
260409,tt0042230,en,Barricade,0.240688,0
46421,tt0049621,en,Please Murder Me,0.542403,6.8
73941,tt1418702,en,Limelight,0.149951,5.4
34752,tt0045824,en,The Glass Wall,0.3981,4.5
67220,tt0064406,en,Hard Contract,0.491227,6.7
33988,tt1311082,en,The Pit and the Pendulum,1.000992,2.3
139922,tt0045144,en,She's Working Her Way Through College,0.114492,0
147843,tt0039486,en,If Winter Comes,0.975622,7
141063,tt1264111,en,Skeleton Key 2: 667 Neighbor of the Beast,0.299214,1.8
85439,tt1429433,en,Floquet de Neu,1.00567,5.4
95724,tt0023180,en,Man Wanted,0.145365,6
41468,tt0044828,en,Last of the Comanches,1.058964,6
76286,tt0059726,en,Ski Party,0.795808,6.4
40642,tt0044015,en,The Secret of Convict Lake,0.250617,4.8
8372,tt0063236,en,Lonesome Cowboys,0.284143,6.7
112234,tt0129631,en,Women in Revolt,0.028118,7
118760,tt0083962,en,Forty Deuce,0.14622,0
242097,tt0063098,en,How Sweet It Is!,1.070586,8.2
66485,tt0065184,en,Viva Max!,0.006763,0
47646,tt0065795,en,The Grasshopper,0.351061,6.8
55180,tt0161743,en,The Last Big Thing,0.695095,6
220933,tt1485761,en,"No God, No Master",0.558326,6.8
114872,tt0044751,en,Invitation,0.00414,0
199151,tt0037428,en,The Very Thought of You,0.724518,5
127445,tt1194615,es,Lluvia,0.119031,5
78537,tt0028966,fr,Gueule d'amour,0.124359,6.8
74527,tt0049834,en,Tension at Table Rock,0.337901,7
95004,tt0021931,en,The Guardsman,0.169509,5
87847,tt0481583,en,Simple Things,0.135919,3
82309,tt0249567,en,Hansel and Gretel,0.101458,5.6
105536,tt0047501,en,Sitting Bull,0.767732,3.9
124073,tt2180016,en,Iceberg Slim: Portrait of a Pimp,1.036773,6
180635,tt0024414,en,One Sunday Afternoon,0.316962,0
25807,tt0041790,en,Red Light,1.052809,5.4
57665,tt0055151,en,The Mask,0.935695,6.2
86324,tt1002543,pt,Santiago,0.144707,7.5
50329,tt0015310,en,The Sea Hawk,0.261897,5.8
147722,tt0029662,en,This Is My Affair,0.986769,7.7
55767,tt1201168,ko,우리 동네,0.603371,5.7
137859,tt0058232,fr,L'insoumis,0.515185,6.4
91548,tt0107962,en,Ring of Fire II: Blood and Steel,0.22142,5
122894,tt0097630,en,Journey to the Center of the Earth,0.196544,2.4
41559,tt1230380,en,The Job,1.322114,4.3
42047,tt0090152,en,That's Dancing!,0.367168,6.4
30126,tt0055458,en,Snow White and the Three Stooges,3.136899,5.8
268321,tt2359307,en,Squatters,7.613399,6.9
143277,tt0010267,en,The Hoodlum,0.65658,6.5
43458,tt0040976,en,Words and Music,1.023648,6.6
103433,tt0494712,en,Hillside Cannibals,0.230679,1.7
123770,tt0099991,en,The Last of the Finest,6.313545,5.4
43205,tt0053334,en,Tarzan's Greatest Adventure,0.334816,7
37779,tt1234542,fr,Le dernier vol,3.106936,4.8
5002,tt0074798,en,Lifeguard,0.484227,6.7
115373,tt0119238,en,Gunshy,0.99069,5
61016,tt0245356,en,Perfume,1.023572,5.5
45099,tt0043606,it,Guardie e ladri,1.021232,7
93061,tt0049682,en,Rock Around the Clock,0.288712,7
194736,tt0268466,en,Monday Night Mayhem,1.211919,3
31340,tt0926763,fr,Le nouveau protocole,0.785909,6.4
46158,tt0077332,en,Holocaust 2000,0.584734,5.2
74215,tt0057646,it,La vergine di Norimberga,1.267234,6.2
120854,tt1582213,en,Lizzie,1.97366,2.6
129798,tt1814905,en,The Crying Dead,0.544923,4
61263,tt1503777,fr,Illégal,1.764981,6.9
123295,tt0038765,en,My Reputation,0.264751,7.4
70190,tt0126016,en,Scarred City,0.385951,2.3
38782,tt0086590,en,The Wind in the Willows,0.948788,7
61682,tt1595354,ja,ちょんまげぷりん,1.315194,6.6
60703,tt0246332,en,Slow Burn,0.386383,5.5
99767,tt0020488,en,Their Own Desire,0.415156,4.5
145259,tt0268362,sv,Hem ljuva hem,0.388954,7.6
84097,tt0025601,en,One Night of Love,0.415097,2.5
94192,tt0049278,en,Great Day in the Morning,0.318788,5
99567,tt0037149,en,On Approval,0.412761,5.8
96089,tt0058167,en,Guns of Diablo,0.155478,4.8
50650,tt1392249,cn,天水圍的夜與霧,0.306845,7.6
59402,tt0078360,zh,螳螂,0.521963,5
95578,tt0403004,en,Evel Knievel,0.108909,6
85615,tt0056186,en,The Lion,0.288509,0
74550,tt0034204,en,The Smiling Ghost,0.038129,6.5
145194,tt0117814,sv,Sånt är livet,0.075245,1.5
128779,tt0057202,fr,Le joli mai,0.224428,8.6
91715,tt0020479,en,The Taming of the Shrew,0.058433,5
82418,tt0165905,en,Outlaw Justice,1.046119,7.1
118444,tt0052030,en,Onionhead,0.087466,6
178341,tt0025461,en,Mandalay,0.945843,6
114570,tt0076286,el,Οι κυνηγοί,0.362132,6
167198,tt2155391,en,The Midnight Game,1.64194,2.4
173488,tt2554648,en,Spark: A Burning Man Story,0.714584,6.1
106446,tt1592534,en,Todo lo que tú quieras,0.538857,6.5
90291,tt1411236,en,Stalker,0.589819,4.3
208434,tt0048588,en,The Scarlet Coat,0.487343,6
160254,tt0030857,en,There's Always A Woman,0.413343,7.3
65482,tt0100784,fr,Tilaï,0.363502,5.8
205463,tt0044997,en,One Minute to Zero,0.810907,5.6
103119,tt0043079,en,Two Flags West,1.123451,4.4
73179,tt0022981,en,Haunted Gold,0.174538,3.2
200654,tt0032963,en,Raffles,0.760053,6
144475,tt0024958,en,The Case of the Howling Dog,0.582068,7.3
293880,tt3569326,en,Hollidaysburg,0.966348,5.2
86087,tt0022990,en,Hell's Highway,0.2851,4.3
112460,tt0352526,en,London Voodoo,0.456527,4
81646,tt1674246,en,Marathon Boy,0.081112,7.5
87123,tt0025228,en,Heat Lightning,0.092141,7
79730,tt0050944,en,Sea Wife,0.738815,5.8
39433,tt1493246,en,The Front,0.879077,5.1
72100,tt0064088,en,The Big Cube,0.157284,4
40874,tt0451090,en,Just for Kicks,0.178743,6.7
38381,tt0050580,en,Just My Luck,0.234146,6.9
118716,tt0055893,en,The Day Mars Invaded Earth,0.469209,5.4
95820,tt0107448,en,Love Bites,0.851883,4.9
62033,tt0050439,en,The Girl in Black Stockings,0.222323,7
151250,tt0308827,ja,浪人街,0.448565,5.3
38165,tt0068748,es,La isla misteriosa,1.398672,4.1
211930,tt0465552,el,Όμηρος,0.323406,8
97327,tt0022059,en,Laughing Sinners,0.139413,3
128854,tt0040438,en,Hills of Home,0.166229,5
95348,tt0020198,en,The Mysterious Island,0.071988,6
73595,tt0041963,en,The Threat,0.180104,5
38964,tt0045191,en,Stolen Face,0.10767,3.5
72946,tt1624426,en,I Will Follow,0.482814,6.4
63612,tt0470692,es,Bienvenido a casa,0.085908,5
98398,tt0023151,en,The Lost Squadron,1.011163,5.4
90807,tt0041481,en,Home of the Brave,0.216908,5
102256,tt1756615,en,Marianne,0.084709,5.3
87820,tt1787831,en,Uncle Kent,0.617696,6.1
129553,tt0054324,en,Song Without End,0.679183,5.2
149955,tt0028367,nl,Three Godfathers,0.370093,7
94510,tt0053742,en,The Crowded Sky,0.100727,6
104214,tt0019824,en,The Divine Lady,0.124298,5
245589,tt3341832,en,Voodoo Possession,1.635274,3
198214,tt2442526,en,Ring of Fire,0.424697,4.5
56151,tt0033858,en,Lydia,0.021041,0
157343,tt0024090,en,Hard to Handle,0.538124,5.3
68716,tt0423474,en,Venus & Vegas,0.859083,3.4
217925,tt2366572,en,Jay-Z: Made in America,1.320353,6
46434,tt0053045,en,The Man in the Net,0.665042,5
96702,tt0024465,en,The Power and the Glory,0.143413,5
73614,tt1017442,en,House of Usher,0.664555,3
175681,tt0052934,en,It Started With A Kiss,0.340325,0
45774,tt0095629,en,Midnight Crossing,1.043994,6.2
217719,tt1718898,en,Snake & Mongoose,0.615562,5.5
85695,tt0076644,en,Ruby,0.595368,4.6
43045,tt0053931,en,The Hypnotic Eye,0.635717,6.3
61434,tt0035428,en,They All Kissed the Bride,0.206772,5.8
91477,tt0047230,en,Men of the Fighting Lady,0.128071,6
149468,tt0062456,ru,Война и Мир 4: Пьер Безухов,0.523083,7
50042,tt1156067,en,The Lightkeepers,0.296989,5.4
200863,tt0060704,it,Missione speciale Lady Chaplin,0.520407,0
98223,tt0058881,en,Agente 077 dall'oriente con furore,0.400047,0
108256,tt0040395,en,Good Sam,0.407785,6
279828,tt1698647,en,Delirium,7.181428,6.6
72585,tt0063804,en,Why Man Creates,0.260901,6.4
26121,tt0064691,en,Moon Zero Two,1.489319,5.2
199556,tt2179226,en,Absolute Deception,3.464579,4.4
284536,tt2039393,en,The Gambler,8.728556,5.7
249170,tt3090252,en,Dinosaur 13,3.22314,7
85236,tt0071318,en,Chosen Survivors,0.281567,5.8
261823,tt2390994,en,Loitering with Intent,1.067448,4.3
297556,tt3878542,en,Justice League: Throne of Atlantis,6.012379,6.5
179267,tt2783020,en,Jay And Silent Bob's Super Groovy Cartoon Movie,1.66913,4.9
118640,tt1607577,en,Hulluna Saraan,1.145354,5.9
61095,tt0045267,en,The Turning Point,0.662567,6.2
72471,tt0046426,en,Thunder Over the Plains,0.002997,0
66967,tt0050193,fr,Les bijoutiers du clair de lune,0.761508,6
51548,tt1313254,es,La mirada invisible,0.588512,6.2
62670,tt0185143,en,The Adventures of Tom Thumb & Thumbelina,0.895267,5.5
207475,tt2364842,en,The Ouija Experiment,2.484835,4.2
232462,tt0250756,en,Styx,1.067588,3.7
115111,tt0043595,en,"Goodbye, My Fancy",0.124344,6
111307,tt0023642,en,Union Depot,0.363776,6.5
95019,tt0060416,it,Un fiume di dollari,0.523447,6.1
59178,tt0192802,en,The Wind in the Willows,1.338982,7
149150,tt1482194,ru,Мелодия для шарманки,0.392921,5.4
51800,tt1206541,es,The Dolphin Story of a Dreamer,0.647019,0
105551,tt0029626,en,"Swing High, Swing Low",0.354743,5
60949,tt1342403,cs,Na půdě aneb Kdo má dneska narozeniny?,4.052588,5.8
91796,tt0059649,en,Return from the Ashes,0.07673,8.5
92371,tt0105178,en,Project: Shadowchaser,0.217767,4.1
74457,tt1470020,en,Redemption Road,0.266642,4.7
247447,tt0243218,fa,بید و باد,0.139262,10
76483,tt0026744,en,Murder on a Honeymoon,0.078197,6
111910,tt0052235,en,Stage Struck,0.973752,6
38427,tt0063051,en,Heidi,1.086392,5.4
145691,tt0050467,en,Gun Glory,1.978554,3.8
143146,tt2218416,en,Ritual,0.819156,6.1
140509,tt0997138,ja,アヒルと鴨のコインロッカー,1.017725,6.7
149465,tt0061162,ru,Война и Мир 2: Наташа Ростова,1.074692,6.5
212455,tt2631862,en,House Party: Tonight's the Night,0.957354,4.1
169541,tt0091524,en,Miracles,1.285222,5.5
82970,tt0023396,en,"Ride Him, Cowboy",0.723038,3.5
78265,tt0045232,en,This Woman Is Dangerous,0.968817,5.4
52864,tt0027029,en,Special Agent,0.560858,7.3
61950,tt0425186,en,The Fine Art of Love: Mine Ha-Ha,0.894956,4.7
141319,tt0183808,en,Spanish Judges,1.000373,5.5
111477,tt0050494,en,The Helen Morgan Story,0.572061,0
26497,tt0480082,de,Urmel aus dem Eis,1.772896,6
59075,tt0093999,en,Snow White,0.60522,7.6
46651,tt0884177,pt,Romance,0.480346,6.3
21409,tt1285144,es,La Ventana,0.924596,7
51227,tt0047150,en,King Richard And The Crusaders,0.719713,4.6
142254,tt0050560,en,Jeanne Eagels,0.026219,0
110671,tt0050771,en,No Down Payment,0.311254,7
95359,tt0051074,en,This Could Be the Night,0.158073,5
47256,tt0043655,en,The Hoodlum,0.193396,6.9
102295,tt0048764,en,Underwater!,1.166809,5.5
184129,tt0040732,en,Return of the Bad Men,0.834842,4.8
44998,tt1322264,en,The Dry Land,0.118135,6
87909,tt0087550,en,Kidco,1.00E-06,7.1
58526,tt0096160,it,Splendor,0.307184,6.8
61151,tt0038773,en,Never Say Goodbye,0.188417,5.5
19525,tt0039501,en,It Happened in Brooklyn,0.765129,6.4
200862,tt0033221,en,Vigil in the Night,0.030309,0
43793,tt0033832,en,Life Begins for Andy Hardy,0.215163,6.3
178337,tt0031470,en,The Ice Follies of 1939,0.110013,6
51832,tt1655424,he,Paam Hayiti,0.300574,6.8
44789,tt0080993,en,Kenny Rogers as The Gambler,0.426405,3.1
79308,tt0023659,en,Virtue,0.024489,0
77716,tt1650056,en,The Cup,0.725869,4.3
95012,tt0044753,en,The Iron Mistress,0.874703,3
29113,tt0039973,en,The Web,1.250236,5.6
61852,tt0070128,fr,Le grand bazar,2.793815,6.5
94831,tt0042488,en,The Fuller Brush Girl,0.052311,6.5
43016,tt0056673,en,Waltz of the Toreadors,0.100951,5.5
86709,tt1753597,en,Last Man Standing,0.185515,3
102526,tt0035553,en,White Cargo,0.375568,5.5
238206,tt3746820,en,Eddie Izzard: Force Majeure Live,0.119615,8
161967,tt0024569,en,Sittin' on a Backyard Fence,0.036471,4
289318,tt0342739,en,Mapc,0.052164,5
229526,tt1982735,en,Killer Holiday,2.150981,3.6
10151,tt0434345,en,Snow White,0.30335,0
178103,tt0050902,en,The Rising of the Moon,0.365754,6.4
95137,tt0033596,en,The Feminine Touch,0.703718,5
200574,tt0024684,en,Topaze,0.297406,6
94092,tt0055490,en,Susan Slade,0.113315,7
104259,tt0099248,cn,Seng fat dak ging,0.797537,5.5
63691,tt0091410,fr,Le Lieu du Crime,0.073413,4.8
6163,tt1153106,en,The Hessen Affair,0.727069,5.1
38395,tt0041847,en,Scene of the Crime,0.474896,6.4
154093,tt0047413,en,Riding Shotgun,1.316519,3.8
39220,tt0059298,en,I'll Take Sweden,1.025312,5.5
72901,tt0057200,fr,Johnny Cool,0.243058,6
58936,tt1549571,en,Pure Country 2: The Gift,0.684516,5.1
149467,tt0062455,ru,Война и Мир 3: 1812 год,0.411942,7
40252,tt0114957,fr,Witchboard III: The Possession,0.350055,3.8
16926,tt1160018,en,Prairie Fever,1.147772,2.8
13017,tt1086798,en,Unstable Fables: Tortoise vs. Hare,1.572727,6.1
251783,tt2091327,en,Pleasure or Pain,4.229239,4.5
187263,tt1927172,en,"You Lie, You Die",0.884455,4.8
207636,tt0018795,en,The Cossacks,0.373143,0
35692,tt0046786,en,The Black Knight,0.720182,6.4
6984,tt0079302,en,Home Movies,0.84119,5.2
60977,tt1839648,en,The Pee-Wee Herman Show on Broadway,0.287956,6.3
123354,tt0049787,en,The Spanish Gardener,0.694873,6.7
84211,tt0152265,en,Safety Patrol,0.071852,6
29116,tt0040934,en,The Velvet Touch,1.611225,5.6
43395,tt0043081,en,Two Weeks with Love,0.451601,4.3
38469,tt0038929,en,Shadows Over Chinatown,0.211814,6.3
104711,tt1722484,de,Tom Sawyer,1.691429,6.6
84337,tt0023202,en,Me and My Gal,0.429111,4.8
121667,tt2376024,en,Venus and Serena,0.192593,6.2
131045,tt0054803,ru,Девять дней одного года,0.184325,7.8
28490,tt0048190,en,I Died a Thousand Times,4.929826,7
72160,tt0053457,en,Yellowstone Kelly,0.39874,5.5
105059,tt0061893,en,The Last Challenge,2.115803,6.3
26714,tt0023629,en,Two Seconds,0.504054,6.1
113219,tt0111385,en,TekWar,0.660737,5.4
52857,tt0048512,en,The Prisoner,0.735358,7.1
74877,tt1144815,en,Son of Morning,0.599894,3.9
147371,tt0059884,ru,Война и Мир 1: Андрей Болконский,0.725004,7.9
73120,tt0089892,en,Red Heat,1.251952,4.3
203264,tt2088869,en,Percentage,1.657911,4.2
108181,tt0048992,en,The Beast of Hollow Mountain,0.551855,4.6
27978,tt0041495,en,The Woman on Pier 13,0.768195,5
42752,tt0025499,en,Midnight,0.521537,3.1
17129,tt0174708,ja,御用牙　鬼の半蔵やわ肌小判,0.916543,6.3
47312,tt0047040,en,The Good Die Young,1.171976,6.1
180891,tt2280964,ja,リアル　完全なる首長竜の日,1.633896,5.8
152130,tt2375417,de,Playdate,1.312744,4.4
91737,tt0064579,en,The Learning Tree,0.206367,7.5
62188,tt0042786,en,The Next Voice You Hear....,0.331677,6.5
50926,tt0042524,en,The Great Rupert,0.206341,7.6
98549,tt1220217,en,The Legend of Hell's Gate: An American Conspiracy,0.538002,3.9
39042,tt0984210,en,Multiple Sarcasms,0.332584,6.3
126031,tt0084914,en,A Woman Called Golda,0.660673,3
46190,tt0049844,en,These Wilder Years,0.457454,5.9
33843,tt0049035,en,The Burglar,0.252556,4.3
112885,tt0028661,en,The Bride Wore Red,0.752617,3.5
52323,tt0860870,en,Touching Home,0.457416,5.8
75799,tt0052148,en,The Roots of Heaven,0.522564,5.9
37053,tt0200710,ja,Hitokiri,1.196355,6.1
174340,tt2401223,en,Richard Pryor: Omit the Logic,3.514786,7
37294,tt0040835,en,Station West,9.775598,6.3
68191,tt0047537,en,The Student Prince,0.545476,8.5
37408,tt0046515,en,Vicki,0.162439,6
36631,tt0054115,en,Never Let Go,0.372205,7.6
43625,tt0439197,en,Heidi,0.64338,6.5
15898,tt1086797,en,Unstable Fables: 3 Pigs & a Baby,1.798472,5.4
188357,tt2396200,en,Richard The Lionheart,0.483269,1.9
55762,tt0076788,en,Sweeney!,0.529845,7.2
82181,tt0050500,en,Hellcats of the Navy,0.864578,4.5
33002,tt1215983,en,New World Order,0.142355,5
138699,tt0050646,en,The Little Hut,0.883862,10
24084,tt0068173,en,The Adventures of Barry McKenzie,0.505579,6.2
40468,tt0091688,en,Opposing Force,0.635541,4.3
44974,tt0473500,it,Kettle of Fish,0.124766,4.3
75033,tt1551641,en,Winnie Mandela,0.740141,5.2
2199,tt0097938,en,My Mom's a Werewolf,0.946475,3.4
122083,tt1849111,fr,Superstar,1.817498,5
34945,tt0036719,en,The Conspirators,0.755304,5.5
70422,tt0065981,en,The Lickerish Quartet,0.704667,5
5601,tt0070827,fr,Traitement de choc,0.747647,6.4
104729,tt0082744,en,Midnight,0.127261,7
77118,tt0353545,en,I Accidentally Domed Your Son,0.039597,7
70916,tt0110340,zh,Liang Zhu,1.575491,6.4
56412,tt0312278,en,Skinwalkers,0.428065,3.2
38556,tt0086461,en,Tough Enough,0.413716,5
11719,tt0102667,it,Un Piede in paradiso,1.085264,6.1
63706,tt1523367,en,Mandrake,2.390484,2.9
85768,tt1262415,de,Saluda al diablo de mi parte,1.101517,6.3
31362,tt0095366,en,In the Line of Duty: The F.B.I. Murders,0.145289,6
31919,tt0075378,en,The Van,0.582224,5.2
214181,tt0080936,en,It's My Turn,1.288694,4.4
71357,tt0085873,en,Lovesick,0.013577,6
44697,tt0073784,en,Take a Hard Ride,1.255885,5.7
44989,tt1178654,es,Los Paranoicos,0.151925,5
208495,tt1532538,en,Mission Park,1.440951,5.1
92635,tt2149137,en,Snow White: A Deadly Summer,0.77402,4.8
71511,tt0886515,en,Medium Raw,0.81999,3.9
46869,tt0384037,en,Love on the Side,0.607125,5.7
75012,tt0049849,fr,Three Violent People,0.255811,5.1
37123,tt0052191,en,The Sheriff of Fractured Jaw,0.568903,7.1
24002,tt0043736,en,Let's Make It Legal,1.506729,6.2
23200,tt0457475,en,Silent Partner,1.640142,3.8
84727,tt0158369,en,Woman Wanted,0.607257,7
56596,tt1230196,sv,Puss,1.342536,5.8
173299,tt0109969,en,Hail Caesar,0.910213,4.5
83802,tt0080808,en,The Gong Show Movie,0.494148,3.7
46193,tt0046239,en,"Ride, Vaquero!",0.33575,0
121230,tt0039082,en,The Virginian,1.018083,2.8
67375,tt0031981,en,The Story of Alexander Graham Bell,0.702342,5.7
72984,tt0093144,en,Hansel and Gretel,1.15114,6.8
18571,tt1131747,en,Phantom Punch,2.228889,5.6
52355,tt0023028,en,Hot Saturday,0.148579,4
113175,tt0117495,en,Robin of Locksley,1.076503,4
93263,tt0091508,en,The Men's Club,3.421721,3.4
26888,tt1277736,en,Soul Power,0.687358,6
49733,tt1270850,en,The Waiting City,0.212182,7.5
43365,tt0045187,en,Stars and Stripes Forever,0.121661,7
42754,tt1046193,en,Three Can Play That Game,0.187308,4.3
67328,tt1555110,en,The Gundown,0.793642,4
77845,tt0282695,en,Lone Hero,0.567991,0
68744,tt0119416,en,Johnny Skidmarks,0.441113,5
39166,tt0796206,en,The Black Pimpernel,0.481556,6.1
78028,tt0093424,en,Lionheart,0.200057,5.8
139367,tt2058710,en,The Mark,0.542939,3.2
46562,tt1268970,en,The Last Rites of Ransom Pride,1.516498,3.8
99377,tt0061401,en,The Big Mouth,0.136119,5.3
28284,tt0055279,en,Parrish,1.058213,6
36634,tt0043914,en,The People Against O'Hara,3.02441,3.9
